S. No.,Registration No,Pharmacy Name,District,Pranali,Prescription Type,Wholesale/Retail
2218,3.75092E+12,AJAYA HARI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2219,3.75092E+12,TILINGTAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2220,3.75092E+12,PHARPING POLYCLINIC AND HEALTH CARE CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2221,3.75092E+12,AARUBARI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2222,3.75093E+12,LONGLIFE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2223,3.75093E+12,HAREKRISHNA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2224,3.75093E+12,SANMUL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2225,3.751E+12,SHASTREE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2226,3.751E+12,ALLCURE PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2227,3.75101E+12,SHRAMI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2228,3.75101E+12,SUBHASKAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2229,3.75101E+12,BHAGYALAXI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2230,3.75101E+12,ACHHAM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2231,3.75102E+12,NEGI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2232,3.75102E+12,PALCHOKI MATA MEDICAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2233,3.75102E+12,achhata pharmacy,Kathmandu,ALLOPATHY,"A,B,C",Retail
2234,3.75102E+12,BIRGREEN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2235,3.75102E+12,ABIPSHA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2236,3.75102E+12,SANNYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2237,3.75102E+12,AROGYATA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2238,3.75103E+12,MAAGAURI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2239,3.75103E+12,IMO MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2240,3.75103E+12,KANCHANJUNGA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2241,3.75103E+12,IPHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2242,3.7511E+12,NABINTAM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2243,3.7511E+12,MOONLIGHT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2244,3.7511E+12,NAMO BUDDHA MEDICAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2245,3.75111E+12,RAKESH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2246,3.75111E+12,RAMILA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2247,3.75111E+12,CHANDRASURYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2248,3.75111E+12,SUDHAMSHU MEDICAL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2249,3.75111E+12,RECOVERY PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2250,3.75111E+12,SUPRIYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2251,3.75111E+12,AAPHANO MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2252,3.75111E+12,ARCHU GORKHALI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2253,3.75111E+12,RAMKALI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2254,3.75112E+12,GOSAIKUNDA HEALTH CARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2255,3.75112E+12,KIPOO DEY MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2256,3.75112E+12,SIMRIK POLYCLINIC AND DIAGNOSTIC CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2257,3.75112E+12,HALA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2258,3.75112E+12,GANGAJAMUNA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2259,3.75112E+12,SEDRINA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2260,3.75112E+12,GURUNGGANDAKI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2261,3.75112E+12,DIBYAJYOTI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2262,3.75113E+12,SAJAK MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2263,3.75113E+12,DIVYAKALASH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2264,3.75113E+12,PRANIT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2265,3.75113E+12,PALPASA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2266,3.75113E+12,FUTURE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2267,3.75113E+12,AMISKA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2268,3.75113E+12,SAHAYOGINAGAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2269,3.7512E+12,MADHYABINDU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2270,3.7512E+12,APEX POLYCLINIC AND DIAGNOSTIC CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2271,3.75121E+12,MED STAR HEALTH CARE CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2272,3.75121E+12,SANOBYPASS MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2273,3.75121E+12,JALJALA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2274,3.75121E+12,JANACHAKRA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2275,3.75121E+12,ASRAA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2276,3.75121E+12,JANTA SEWA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2277,3.75121E+12,SAIBABA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2278,3.75121E+12,DABAI TWENTY FOUR PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2279,3.75121E+12,DAKSHATA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2280,3.75122E+12,PEEPAL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2281,3.75122E+12,APOLLO LIFE CARE PVT. LTD.,Kathmandu,ALLOPATHY,"A,B,C",Retail
2282,3.75122E+12,SHIVAPURI HEALTH CARE CENTER PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2283,3.75123E+12,SAHAYOG PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2284,3.75123E+12,SARANA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2285,3.75123E+12,SHAHASNA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2286,3.75123E+12,NEELKALIKA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2287,3.7601E+12,AARAV PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2288,3.7601E+12,PRASIM PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2289,3.7601E+12,SHREEJI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2290,3.7601E+12,KHANGRI INTERNATIONAL HOSPITAL PVT LTD,Kathmandu,ALLOPATHY,"A,B,C",Retail
2291,3.76011E+12,GAGAN PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2292,3.76011E+12,KATHMANDU FERTILITY CENTER PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2293,3.76012E+12,VES PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2294,3.76012E+12,S.S. & B. PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2295,3.76012E+12,HIRAVAIDEHI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2296,3.76012E+12,GYALEN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2297,3.76012E+12,BISEK PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2298,3.76012E+12,NIRJALNIRJALA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2299,3.76012E+12,SANGYUKTA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2300,3.76012E+12,TWENTY FOUR HOURS PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2301,3.76012E+12,SAPANATIRTHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2302,3.76013E+12,SHARMILA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2303,3.76013E+12,SIDDHANT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2304,3.76013E+12,chhaya nath medical hal,Kathmandu,ALLOPATHY,"A,B,C",Retail
2305,3.76013E+12,KUNJAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2306,3.76013E+12,ACME COMMUNITY PHARMACY PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2307,3.76013E+12,BIGU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2308,3.7602E+12,CHANDESHWORI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2309,3.7602E+12,MACHHEGAUN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2310,3.7602E+12,PULSEMED PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2311,3.7602E+12,SIYAJI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2312,3.7602E+12,RACMA HEALTHTECH PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2313,3.76021E+12,SHANTOSH PHARMA PVT LTDPHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2314,3.76021E+12,NAWALPUR MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2315,3.76021E+12,GONGABU PHAMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2316,3.76021E+12,SHREEINDRAKALI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2317,3.76021E+12,NAMASKAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2318,3.76021E+12,SAJILO OKHATI PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2319,3.76021E+12,ASG EYE CARE AND HEALTH SERVICES PRIVATE LIMITED PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2320,3.76021E+12,RAINBOW PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2321,3.76022E+12,TRIDEV CLINIC AND DIAGNOSTIC CENTER PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2322,3.76022E+12,JESSICA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2323,3.76022E+12,NAWANIWARAN HEALTH AND RESEARCH CENTRE PVT. LTD,Kathmandu,ALLOPATHY,"A,B,C",Retail
2324,3.76022E+12,INARWATI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2325,3.76022E+12,K. T. M MEDICO CENTER,Kathmandu,ALLOPATHY,"A,B,C",Retail
2326,3.76022E+12,YUBI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2327,3.76022E+12,SIRISH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2328,3.76022E+12,HOMES PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2329,3.76022E+12,SATYATA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2330,3.76022E+12,MAHANGKAL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2331,3.76023E+12,NETWORK MEDICINE,Kathmandu,ALLOPATHY,"A,B,C",Retail
2332,3.76023E+12,BEACON PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2333,3.76023E+12,SUKARMA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2334,3.7603E+12,SHYAMJEE PHARMA PVT LTD,Kathmandu,ALLOPATHY,"A,B,C",Retail
2335,3.7603E+12,SALIN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2336,3.7603E+12,MOUNTDHAULAGIRI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2337,3.76031E+12,HEARTBEAT PHARMACYPVT LTD,Kathmandu,ALLOPATHY,"A,B,C",Retail
2338,3.76031E+12,PANJIYAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2339,3.76031E+12,ABITEX PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2340,3.76031E+12,DAILO PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2341,3.76031E+12,Nirvic medi sales,Kathmandu,ALLOPATHY,"A,B,C",Retail
2342,3.76031E+12,HARSHIT PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2343,3.76031E+12,RAMSITA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2344,3.76031E+12,ROJAL KAMAKHYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2345,3.76031E+12,BALARAM PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2346,3.76032E+12,SHIVREKHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2347,3.76032E+12,BINDUKESHAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2348,3.76032E+12,HAMROPRERANA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2349,3.76032E+12,TUPCHESHWOR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2350,3.76032E+12,MEDIAYUSH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2351,3.76032E+12,SAJHA SWASTHYA SEWA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2352,3.76032E+12,CHHIMKESHWORI PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2353,3.76032E+12,PANERU PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2354,3.76032E+12,PRAGYASHREE MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2355,3.76032E+12,REVIVE PHYSIOTHERAPY AND REHABILITATION CENTRE PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2356,3.76032E+12,HAMROPRATIFAL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2357,3.76033E+12,NAIKAP MULTISPECIALITY POLYCLINIC PVT LTD Pharmacy Unit,Kathmandu,ALLOPATHY,"A,B,C",Retail
2358,3.76033E+12,BIJUTA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2359,3.7604E+12,AMAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2360,3.7604E+12,RADIANT MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2361,3.7604E+12,AUSTIN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2362,3.7604E+12,RUMBA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2363,3.7604E+12,THREE S PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2364,3.7604E+12,NEP MEDS PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2365,3.76041E+12,SKYSHWAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2366,3.76041E+12,NATIONPHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2367,3.76041E+12,CHUNIKHEL MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2368,3.76041E+12,YUSHAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2369,3.76041E+12,DIRGHAYU JIWAN PHARMA PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2370,3.76041E+12,SURESHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2371,3.76041E+12,EVA MEDICAL HALL PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2372,3.76041E+12,AGRATA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2373,3.76041E+12,SLEKHA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2374,3.76041E+12,JAYNAWADURGA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2375,3.76041E+12,NAKSAL WELCARE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2376,3.76041E+12,MEDICHOICE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2377,3.76041E+12,NAWAMAHADOL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2378,3.76041E+12,NEETI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2379,3.76041E+12,TESLA PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2380,3.76041E+12,MASTER MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2381,3.76041E+12,PHARMACARE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2382,3.76042E+12,SUBEKSHA PHARMACIA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2383,3.76042E+12,SHANTINAGAR PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2384,3.76042E+12,PUMA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2385,3.76042E+12,JANAMUKHI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2386,3.76042E+12,BHANJYANG PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2387,3.76042E+12,KAPILESHWOR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2388,3.76042E+12,CHHABI MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2389,3.76042E+12,SOBIKA PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2390,3.76042E+12,REASONABLE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2391,3.76042E+12,MADHUSHREE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2392,3.76042E+12,BUDHANILKANTHA HEALTHCARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2393,3.76042E+12,ANTIQUE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2394,3.76042E+12,SAJHA SWASTHYA SEWA PRAHARI BIKRI KACHYA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2395,3.76042E+12,BALUWATAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2396,3.76043E+12,DHARMAWATI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2397,3.76043E+12,SELISTA CARE MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2398,3.76043E+12,RAGHURAJ PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2399,3.76043E+12,DELICATE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2400,3.76043E+12,MEDIWELL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2401,3.7605E+12,DIYOKALASH PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2402,3.7605E+12,MATHURESHWOR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2403,3.7605E+12,SUNFLOWER MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2404,3.7605E+12,PURANO BANESHWOR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2405,3.76051E+12,ASHTALAXMI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2406,3.76051E+12,GARUDA MEDICO PHARMACIA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2407,3.76051E+12,KATHMANDU PAIN MANAGEMENT CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2408,3.76051E+12,KINDER MEDICO PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2409,3.76051E+12,AASHRAYA HEALTH CLINIC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2410,3.76051E+12,GHODAGHODI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2411,3.76051E+12,JEEVEE HEALTH P LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2412,3.76051E+12,HISKI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2413,3.76051E+12,LOVE AND CARE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2414,3.76051E+12,DILMAINA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2415,3.76051E+12,SUPERCARE MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2416,3.76052E+12,KARUNA HOSPITAL PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2417,3.76052E+12,PATEL MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2418,3.76052E+12,CHADANI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2419,3.76052E+12,SUNNYTRIVENI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2420,3.76052E+12,JANAAUSHADHI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2421,3.76052E+12,GURUSUN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2422,3.76052E+12,ECODRUG MART PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2423,3.76052E+12,AADHESHWOR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2424,3.76052E+12,BHIMDHUNGA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2425,3.76052E+12,MEDILIFE HEALTHCARE CLINIC P. LTD.,Kathmandu,ALLOPATHY,"A,B,C",Retail
2426,3.76052E+12,SUKRIM PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2427,3.76052E+12,CIVIRX INC PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2428,3.76052E+12,KRISHAL PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2429,3.76053E+12,PHARMANIC PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2430,3.76053E+12,KUNDAN PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2431,3.7606E+12,SABIK PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2432,3.7606E+12,SATYASAI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2433,3.7606E+12,RAMS PUBLIC PHARMACY PRIVATE LIMITED,Kathmandu,ALLOPATHY,"A,B,C",Retail
2434,3.76061E+12,AMRITNAGAR PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2435,3.76061E+12,SARBAGYA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2436,3.76061E+12,ONE STOP PHARMACY PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2437,3.76061E+12,KARAN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2438,3.76061E+12,KUNDALA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2439,3.76061E+12,SILES PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2440,3.76061E+12,ULAK MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2441,3.76061E+12,SHIVACHOWK MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2442,3.76061E+12,HARSHIKA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2443,3.76061E+12,PRADESH PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2444,3.76061E+12,TOWN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2445,3.76061E+12,MEDPOINT MEDICO,Kathmandu,ALLOPATHY,"A,B,C",Retail
2446,3.76063E+12,KAYA HEALTH CARE,Kathmandu,ALLOPATHY,"A,B,C",Retail
2447,3.76063E+12,MANOHARA MULPANI HEALTH CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2448,3.76063E+12,CARDINAL HEALTH FOUNDATION PVT PVT PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2449,3.7607E+12,RESPITE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2450,3.7607E+12,HEALTHY FAMILY PVT LTD,Kathmandu,ALLOPATHY,"A,B,C",Retail
2451,3.76071E+12,TINKUNE PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2452,3.76071E+12,SIMANA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2453,3.76071E+12,KISHUN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2454,3.76071E+12,GAURA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2455,3.76071E+12,MEDSEWA HEALTHCARE PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2456,3.76072E+12,NAMASTE UPAKAR NEPAL POLYCLINIC AND DIAGNOSIS CENTER PVT LTD PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
2457,3.76072E+12,SWOPU PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2458,3.76072E+12,DR GOOD HEALTH NEPAL PVT. LTD.,Kathmandu,ALLOPATHY,"A,B,C",Retail
2459,3.76073E+12,RAMCHANDRA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2460,3.76073E+12,MEDISMART PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2461,3.76073E+12,CHIMTESHWOR PHARMA,Kathmandu,ALLOPATHY,"A,B,C",Retail
2462,3.76073E+12,PRAJIN PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2463,3.7608E+12,ONIKA MEDICAL HALL,Kathmandu,ALLOPATHY,"A,B,C",Retail
2464,3.7608E+12,TAPLEJUNG PATHIBHARA PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2465,3.7608E+12,YAKRIT MEDI SALES,Kathmandu,ALLOPATHY,"A,B,C",Retail
2466,3.7608E+12,NETRAWATI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2467,3.7608E+12,SATYAPHULDEVI PHARMACY,Kathmandu,ALLOPATHY,"A,B,C",Retail
2468,3.76081E+12,SIRJANSHIL HEALTH CARE DIAGNOSTIC CENTER PVT. LTD. PHARMACY UNIT,Kathmandu,ALLOPATHY,"A,B,C",Retail
